DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;MESAFUERATERMINOS;OBSERVACIONNOVEDADMESA;FECHALLEGADA;SUFRAGANTES;ESTADOSOBRE;TOTALVOTOSURNA;TOTALVOTOSINCINERADOS;CANTIDADFIRMAS;SUFRAGANTESSEGUNE11;TACHADURASBORRONES;OBSERVACIONTACHADURASBORRONES;RECUENTOJURADOS;RECUENTOJURADOSSOLICITADOPOR;RECUENTOSOLICITADOREPRESENTACIONPARTIDO;OBSERVACIONRECONTADA;RECONTADAAUXILIAR;RECONTADAZONAL;RECONTADAMUNICIPAL;RECONTADAGENERAL;RECONTADANACIONAL;EXCLUIDA;MODIFICADA;APELADA
21;MAGDALENA;052;PLATO;99;19;SANJOSEDELPURGATORIO;004;01;PRESIDENTE;NO;;;10;BUEN ESTADO;10;0;6;10;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;052;PLATO;99;21;ZARATE;001;01;PRESIDENTE;NO;;;170;BUEN ESTADO;170;0;6;170;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;052;PLATO;99;21;ZARATE;002;01;PRESIDENTE;NO;;;140;BUEN ESTADO;140;0;6;140;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;052;PLATO;99;21;ZARATE;003;01;PRESIDENTE;NO;;;49;BUEN ESTADO;49;0;5;49;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;001;01;PRESIDENTE;NO;;;179;BUEN ESTADO;179;0;6;179;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;002;01;PRESIDENTE;NO;;;186;BUEN ESTADO;186;0;5;186;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;003;01;PRESIDENTE;NO;;;156;BUEN ESTADO;156;0;6;156;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;004;01;PRESIDENTE;NO;;;124;BUEN ESTADO;124;0;5;124;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;005;01;PRESIDENTE;NO;;;195;BUEN ESTADO;195;0;6;195;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;006;01;PRESIDENTE;NO;;;148;BUEN ESTADO;148;0;6;148;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;007;01;PRESIDENTE;NO;;;139;BUEN ESTADO;140;1;6;139;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;008;01;PRESIDENTE;NO;;;139;BUEN ESTADO;139;0;6;139;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;009;01;PRESIDENTE;NO;;;136;BUEN ESTADO;136;0;5;136;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;010;01;PRESIDENTE;NO;;;112;BUEN ESTADO;112;0;5;112;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;011;01;PRESIDENTE;NO;;;102;BUEN ESTADO;102;0;5;102;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;012;01;PRESIDENTE;NO;;;86;BUEN ESTADO;86;0;5;86;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;013;01;PRESIDENTE;NO;;;101;BUEN ESTADO;101;0;5;101;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;014;01;PRESIDENTE;NO;;;86;BUEN ESTADO;86;0;5;86;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;015;01;PRESIDENTE;NO;;;88;BUEN ESTADO;88;0;6;88;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;016;01;PRESIDENTE;NO;;;83;BUEN ESTADO;82;1;5;83;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;017;01;PRESIDENTE;NO;;;86;BUEN ESTADO;86;0;5;86;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;018;01;PRESIDENTE;NO;;;101;BUEN ESTADO;101;0;5;101;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;019;01;PRESIDENTE;NO;;;98;BUEN ESTADO;98;0;5;98;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;020;01;PRESIDENTE;NO;;;105;BUEN ESTADO;105;0;5;105;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;021;01;PRESIDENTE;NO;;;111;BUEN ESTADO;111;0;6;111;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;022;01;PRESIDENTE;NO;;;90;BUEN ESTADO;90;0;5;90;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;023;01;PRESIDENTE;NO;;;107;BUEN ESTADO;107;0;5;107;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;024;01;PRESIDENTE;NO;;;87;BUEN ESTADO;87;0;5;87;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;00;00;PUESTOCABECERAMUNICIPAL;025;01;PRESIDENTE;NO;;;78;BUEN ESTADO;78;0;5;78;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;01;BOCASDEARACATACA;001;01;PRESIDENTE;NO;;;24;BUEN ESTADO;24;0;6;24;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;01;BOCASDEARACATACA;002;01;PRESIDENTE;NO;;;8;BUEN ESTADO;8;0;6;8;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;04;ISLADECATAQUITA;001;01;PRESIDENTE;NO;;;59;BUEN ESTADO;59;0;6;59;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;001;01;PRESIDENTE;NO;;;148;BUEN ESTADO;148;0;6;148;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;002;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;003;01;PRESIDENTE;NO;;;118;BUEN ESTADO;1183;0;6;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;004;01;PRESIDENTE;NO;;;169;BUEN ESTADO;169;0;6;169;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;005;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;006;01;PRESIDENTE;NO;;;114;BUEN ESTADO;114;0;6;114;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;007;01;PRESIDENTE;NO;;;97;BUEN ESTADO;97;0;6;97;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;008;01;PRESIDENTE;NO;;;92;BUEN ESTADO;92;0;6;92;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;009;01;PRESIDENTE;NO;;;111;BUEN ESTADO;111;0;6;111;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;010;01;PRESIDENTE;NO;;;118;BUEN ESTADO;118;0;6;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;05;ISLADELROSARIO;011;01;PRESIDENTE;NO;;;20;BUEN ESTADO;20;0;6;20;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;001;01;PRESIDENTE;NO;;;163;BUEN ESTADO;163;0;6;163;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;002;01;PRESIDENTE;NO;;;208;BUEN ESTADO;208;0;6;208;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;003;01;PRESIDENTE;NO;;;191;BUEN ESTADO;191;0;6;191;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;004;01;PRESIDENTE;NO;;;185;BUEN ESTADO;185;0;6;185;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;005;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;SI;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;006;01;PRESIDENTE;NO;;;194;BUEN ESTADO;194;0;6;194;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;007;01;PRESIDENTE;NO;;;196;BUEN ESTADO;196;0;6;196;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;008;01;PRESIDENTE;NO;;;149;BUEN ESTADO;148;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;009;01;PRESIDENTE;NO;;;111;BUEN ESTADO;111;0;6;111;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;010;01;PRESIDENTE;NO;;;101;BUEN ESTADO;101;0;6;101;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;011;01;PRESIDENTE;NO;;;121;BUEN ESTADO;121;0;6;121;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;012;01;PRESIDENTE;NO;;;119;BUEN ESTADO;119;0;6;119;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;013;01;PRESIDENTE;NO;;;117;BUEN ESTADO;117;0;6;117;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;014;01;PRESIDENTE;NO;;;110;BUEN ESTADO;110;0;6;110;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;015;01;PRESIDENTE;NO;;;102;BUEN ESTADO;102;0;6;102;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;016;01;PRESIDENTE;NO;;;117;BUEN ESTADO;117;0;6;117;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;017;01;PRESIDENTE;NO;;;129;BUEN ESTADO;129;0;6;129;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;09;TASAJERAS;018;01;PRESIDENTE;NO;;;82;BUEN ESTADO;82;0;6;82;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;10;TIERRANUEVA;001;01;PRESIDENTE;NO;;;109;BUEN ESTADO;109;0;5;109;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;15;NUEVAFRONTERA;001;01;PRESIDENTE;NO;;;173;BUEN ESTADO;173;0;6;173;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;15;NUEVAFRONTERA;002;01;PRESIDENTE;NO;;;100;BUEN ESTADO;100;0;6;100;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;001;01;PRESIDENTE;NO;;;125;BUEN ESTADO;125;0;6;125;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;002;01;PRESIDENTE;NO;;;102;BUEN ESTADO;102;0;6;102;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;003;01;PRESIDENTE;NO;;;110;BUEN ESTADO;110;0;6;110;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;004;01;PRESIDENTE;NO;;;88;BUEN ESTADO;88;0;6;88;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;005;01;PRESIDENTE;NO;;;96;BUEN ESTADO;96;0;6;96;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;006;01;PRESIDENTE;NO;;;116;BUEN ESTADO;116;0;6;116;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;20;PALMIRA;007;01;PRESIDENTE;NO;;;28;BUEN ESTADO;28;0;6;28;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;40;SANJUANDEPALOSPRIETO;001;01;PRESIDENTE;NO;;;154;BUEN ESTADO;154;0;5;154;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;055;PUEBLOVIEJO;99;40;SANJUANDEPALOSPRIETO;002;01;PRESIDENTE;NO;;;140;BUEN ESTADO;140;0;6;140;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;001;01;PRESIDENTE;NO;;;209;BUEN ESTADO;209;0;3;209;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;002;01;PRESIDENTE;NO;;;198;BUEN ESTADO;198;0;5;198;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;003;01;PRESIDENTE;NO;;;193;BUEN ESTADO;193;0;5;193;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;004;01;PRESIDENTE;NO;;;196;BUEN ESTADO;195;0;3;195;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;005;01;PRESIDENTE;NO;;;198;BUEN ESTADO;198;0;2;198;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;006;01;PRESIDENTE;NO;;;180;BUEN ESTADO;180;0;4;180;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;007;01;PRESIDENTE;NO;;;159;BUEN ESTADO;159;0;6;159;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;008;01;PRESIDENTE;NO;;;142;BUEN ESTADO;142;0;4;142;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;009;01;PRESIDENTE;NO;;;118;BUEN ESTADO;118;0;4;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;010;01;PRESIDENTE;NO;;;136;BUEN ESTADO;136;0;6;136;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;011;01;PRESIDENTE;NO;;;132;BUEN ESTADO;132;0;6;132;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;012;01;PRESIDENTE;NO;;;142;BUEN ESTADO;142;0;2;142;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;013;01;PRESIDENTE;NO;;;143;BUEN ESTADO;143;0;3;143;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;014;01;PRESIDENTE;NO;;;118;BUEN ESTADO;118;0;3;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;015;01;PRESIDENTE;NO;;;134;BUEN ESTADO;134;0;5;134;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;00;00;PUESTOCABECERAMUNICIPAL;016;01;PRESIDENTE;NO;;;38;BUEN ESTADO;38;0;5;38;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;09;CORRALVIEJO;001;01;PRESIDENTE;NO;;;142;BUEN ESTADO;142;0;6;142;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;10;ELDIVIDIVI;001;01;PRESIDENTE;NO;;;157;BUEN ESTADO;157;0;6;157;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;11;MARTINETE;001;01;PRESIDENTE;NO;;;88;BUEN ESTADO;88;0;5;88;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;13;KIOSCOCOMUNALDESANTARITA;001;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;5;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;13;KIOSCOCOMUNALDESANTARITA;002;01;PRESIDENTE;NO;;;65;BUEN ESTADO;65;0;6;65;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;17;SANRAFAELDEBUENAVISTA;001;01;PRESIDENTE;NO;;;168;BUEN ESTADO;168;0;6;168;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;058;REMOLINO;99;17;SANRAFAELDEBUENAVISTA;002;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;4;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;17;SANRAFAELDEBUENAVISTA;003;01;PRESIDENTE;NO;;;7;BUEN ESTADO;7;0;3;7;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;20;ELSALADO;001;01;PRESIDENTE;NO;;;67;BUEN ESTADO;67;0;6;67;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;058;REMOLINO;99;30;SANJOSEDELASCASITAS;001;01;PRESIDENTE;NO;;;214;BUEN ESTADO;214;0;5;214;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;001;01;PRESIDENTE;NO;;;162;BUEN ESTADO;162;0;6;162;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;002;01;PRESIDENTE;NO;;;198;BUEN ESTADO;198;0;6;198;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;003;01;PRESIDENTE;NO;;;192;BUEN ESTADO;192;0;6;192;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;004;01;PRESIDENTE;NO;;;179;BUEN ESTADO;179;0;6;179;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;005;01;PRESIDENTE;NO;;;206;BUEN ESTADO;206;0;6;206;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;006;01;PRESIDENTE;NO;;;209;BUEN ESTADO;209;0;6;209;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;007;01;PRESIDENTE;NO;;;183;BUEN ESTADO;183;0;6;183;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;008;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;6;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;009;01;PRESIDENTE;NO;;;156;BUEN ESTADO;156;0;6;156;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;010;01;PRESIDENTE;NO;;;134;BUEN ESTADO;134;0;6;134;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;011;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;6;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;012;01;PRESIDENTE;NO;;;123;BUEN ESTADO;123;0;6;123;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;013;01;PRESIDENTE;NO;;;130;BUEN ESTADO;130;0;6;130;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;014;01;PRESIDENTE;NO;;;142;BUEN ESTADO;142;0;5;142;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;015;01;PRESIDENTE;NO;;;131;BUEN ESTADO;131;0;6;131;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;00;00;PUESTOCABECERAMUNICIPAL;016;01;PRESIDENTE;NO;;;120;BUEN ESTADO;120;0;5;120;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;99;10;CASADETABLAS;001;01;PRESIDENTE;NO;;;169;BUEN ESTADO;169;0;6;169;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;99;10;CASADETABLAS;002;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;6;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;060;SABANAS DE SAN ANGEL;99;11;ESTACIONVILLA;001;01;PRESIDENTE;NO;;;119;BUEN ESTADO;119;0;6;119;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
